product_name,description,product_manufacturer,ASIN,prod_description,url
Gear ECO 1 Black Orange Red Laptop Backpack,"Outer Material: Polyester, Color: Jet Black.Capacity: 24 liters; Weight: 584 grams; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH).Number of Compartments: 3.Bottle holder mesh.Embedded organizer.Heavily padded laptop sleeve fits upto 16 inches.Padded grab handle and bartacked load points.Padded anti-sweat back-panel and shoulder straps.Bottom studs.Three main compartments.One front smaller compartment.Bottle holder mesh.Embedded organizer.Heavily padded sleeve which fits laptop.Padded grab handle",Gear,B012NW1H1I,not_provided,https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECO1000109/dp/B012NW1H1I/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1685048365&sprefix=ba%2Caps%2C283&sr=8-227
"Hammonds Flycatcher Genuine Leather Laptop Bag for Men/Office Bag for Men, Brown | Fits Upto 14 Inch Laptop/MacBook | Leather Bag with Shoulder Straps | Laptop Messenger Bag/Leather Bag for Men |","REAL LEATHER QUALITY : Premium Pure Real LEATHER: Crafted from tough, 100% Full-Grain Leather, which takes hits well and looks even better with age. Full-Grain Leather is the top layer of the buffalo skin which is the most expensive and toughest part. The distinguishing feature of this leather is that the leather may have Two Tone (i.e. shade of two colors), Original leather grain, and leathers are made through a totally 12 complete Process that are inherent characteristics..MECHANISM:This Messenger Bag Has Main Interior Compartment With front pocket with zip For Added Security And A Fully Lined Interior That Includes Zip Pocket And Slip Pockets For Organization. One Rear Zip Pocket. The Compartment Has Dedicated Space For I Pad, Tablet, Phone & Other Small Accessories..CRAFTMENSHIP, METAL FITTING AND REINFORCEMENT MATERIAL: Pure Leather Bags Get More Beautiful On Ageing. These Are Not Pu Which Will Contain Shine On Its Surface. Start Your Journey Now this Bag As A Messenger Bag, Shoulder Bag Or Laptop Bag. Suitable For Your School, Office, College, University, Meeting, And Business For Everyday Use. It Also Makes For A Great Present. It Is Also Most Important To Use Good Quality Metal Fittings And Reinforcement Materials..WARRANTY DETAIL :Genuine Leather Product Can Be Used For Many Years. It Is Long Lasting If It Handled Carefully. Hammonds Flycatcher Offers 1 Year Warranty For The Products Against Any Manufacturing Defect. Keep Your Invoice Safe, If You Find Any Problem Please Contact With Us. You Can Get Fast Replacement Facility From Hammonds Flycatcher ; There might be minor color variation between actual product and image on screen due to photography effect","Hindustan Foam, Kolkata 700039",B07MDTVDQH,"Hammonds Flycatcher ®  is Designed for the discerning and incorporates richness in design, material and metal.Using a specialized oil tanning method to create the unique look of the leather, this Genuine Leather bag is stylish, durable and built tough.We take extreme care in the grading and selection of the leather,this results in more uniformity and consistency in the look, feel and performance of the product. High quality Antique brass finished accessories further enhance the rugged styling and durable nature of this laptop bag.Product Detail :- Wrapped bale handles for comfort Padded, removable adjustable nylon long shoulder strap  Genuine Metal Hardware : durable enough for daily use Padded laptop compartment Zip-top closure Pure Genuine Leather CFC two way zipper to ensure that as the most used component Heavy Duty Doghook, Iron Dee, Long Sling Long Sling: Can carry weight Up 60 Kgs Lining - Made in Surat, Gujrat Stitched By Imported machine Quality thread Used Padded Shoulder Pad with Brand Embossed Fits 14"" laptop Dimention(cm): L=38,B=7,H=28 Roomy and Multifunctional Structure: Inner Compartment 1 Zipper pocket 1 Laptop  1 Cell phone pocket 1 Wallet pocket2 Pen PocketHammonds Flycatcher®  Bags ships with an adjustable strap and you can wear it as a shoulder bag, cross body/ messenger bag or you could remove the strap altogether and use it as a Leather Briefcase with its leather top handle depending on your style!",https://www.amazon.in/Hammonds-Flycatcher-Genuine-Leather-Messenger/dp/B07MDTVDQH/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1685048365&sprefix=ba%2Caps%2C283&sr=8-228
UNISKY Sling Bag 3015||SIDE BAG||Cross Body BAG||PASSPORT BAG||SMALL PICNIC BAG||LUNCH BAG||FOR BOYS AND GIRLS||FOR MEN AND WOMEN||WATERPROOF SMALL SLING BAG,"Brand Name:-UNISKY, Volume: 5 Liters ; Product Dimensions (L x W x H): 8cm x 3 cm x 7cm, Product Weight 200 grams.ADJUSTABLE STRAP:- LONG Adjustable Shoulder strap For Comfortable & Effortless Carry.MATERIAL & QUALITY:-Made from premium water resistant Polyester, Nylon Fabric which provide strengthen and long-lasting performance..CLOUSER TYPE:-zipper",SHRI SALASAR ENTERPRISES,B0B19S6GPR,"At Unisky bags we believe travel should be fun with Smart slibg bags and backpacks. We take pride in making stylish high quality and fun backpacks that you can rely on. This brand is considered to be the most preferred Backpack brand in 2021. It can also be used as tiffin bag, it has interior compartments to hold small diary folders accessories and other items. In addition the quick access ""speed pocket"" at the front of the bag provides a secure place for your cell phone boarding pass or other small items. This lightweight side bag comes with organized compartments that make it perfect for your weekend trip.",https://www.amazon.in/Unisky-Sling-PASSPORT-PICNIC-WATERPROOF/dp/B0B19S6GPR/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-228
Puma Unisex Gym Bag IND,Care Instructions: Hand Wash Only.Style Name:-Backpack.Model Name:-Gym Bag IND II.Brand Color:-Fig-CASTLEROCK.Dimensions:-40 x 20 x 20 cm.Material:-Polyester,Puma,B089T98TKG,not_provided,https://www.amazon.in/PUMA-Gym-Bag-IND-Fig-CASTLEROCK/dp/B089T98TKG/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-229
The Purple Tree Cotton Canvas Tote Bags For Women a,Closure: Zipper,Puma,B07PFVDWGX,not_provided,https://www.amazon.in/Purple-Tree-Canvas-Tote-Women/dp/B07PFVDWGX/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-230
"Storite Nylon 40 Cm Imported Travel Duffle Bag, Expandable Folding Travel Bag for Women, Lightweight Waterproof Carry Weekender Overnight Luggage Bag for Travel (Pink, 40 x 23 x 45 Cm)","Large capacity travel bag greatly save space after folding, easily carry on your flight and travel after expansion. Great idea as an extra bag into your luggage bag. Normal Dimension: 40 x 22 x 30cm. Expansion Dimension: 40 x 23 x 45cm. 41.40 Ltrs;Water Resistance Level: Water Resistant; Strap Type: Convertible <br>.DURABLE MATERIAL - Large capacity folding travel bag made with lightweight waterproof and tear resistant oxford nylon fabric, solid, durable and strong enough to carry.It is enough for short trips and can easily accommodate 3-5 days of travel clothes. <br>.BOTTOM EXTENSION - The bottom of the zipper hides the expansion function, allowing you to solve the trouble caused by too many or too few items during travel. Waterproof bags for travel There is only One Compartment with two pockets inside. It is enough for short trips and can easily accommodate 3-5 days of travel clothes.(shoes cant be kept in it) <br>.Easy to carry - Handbag storage you can carry it by hand or carry it on your shoulder, or you can easily place it on your luggage through the fixed belt design on the back, which is convenient for storage and transportation, and makes travel more convenient. <br>.WIDE RANGE OF APPLICATIONS - Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping. Suitable for women, men, teens and big kids, great idea as personal item for airline travel and emergency spare bag in the suitcase. <br>","NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email: sales@nisun.in, Phone: 63527-67213",B0B24Z8KBV,"Storite Foldable Travel Duffle Bag, Large Capacity Folding Travel Bag, Travel Lightweight Waterproof Carry Luggage Bag (Pink,40 x 23 x 45cm）Brand: StoriteProduct Material: oxford nylon fabricColor : PinkProduct Type : Travel Bag PinkUtility : Travelling, Camping, Weekend trip, Day trip.Product Description:Expandable travel duffle bag provide up to 2 levels of expanded sizes to meet most weekend travel needs.The dry and wet separate pocket provides exclusive pockets for toiletries and wet towels, a good choice for sports gym tote bags.Luggage handle sleeves with zippers are a must-have feature for long-distance travel, convenient for storing mobile phones and air tickets.The waterproof Oxford fabric effectively protects the luggage to keep it dry in rainy weather.Waterproof Oxford fabric prevents sweat and rain from getting wet. Put wet towels and toiletries in a wet bag to keep other items dry.Multi-zone design can provide exclusive space for luggage. The main compartment provides effective protection for the laptop, and small luggage is placed in the exclusive compartment to keep the luggage neat and orderly.Product Dimensions: 40 cm X 23 cm X 45 cmLarge capacity travel bag greatly save space after folding, easily carry on your flight and travel after expansion. Great idea as an extra bag into your luggage bag. Normal Dimension: 40 x 23 x 30cm. Expansion Dimension: 40 x 23 x 45cm.The extension function is hidden at the bottom of the zipper . The bag has two zipper pockets, two inner patch pockets, and a wet and dry separation bag.EXPANDABLE TRAVEL BAGDURABLE MATERIAL - Large capacity folding travel bag made with lightweight waterproof and tear resistant oxford nylon fabric, solid, durable and strong enough to carry.It is enough for short trips and can easily accommodate 3-5 days of travel clothes.Gym, sports, travel, weekends, luggage, handbags, shopping bags, beach bags, hiking and camping. Suitable for women, men, teenagers and older children, it is very suitable as an emergency spare bag for personal items in air travel and suitcases.Durable material Bottom extension multi-pocketFOR YOUR CARRYING COMFORTBOTTOM EXTENSION - The bottom of the zipper hides the expansion function, allowing you to solve the trouble caused by too many or too few items during travel. Waterproof bags for travel One Compartment has two pockets and OneInside patch pocket on the bag. It is enough for short trips and can easily accommodate 3-5 days of travel clothes.CONVIENIENT ACCESSWIDE RANGE OF APPLICATIONS - Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping. Suitable for women, men, teens and big kids, great idea as personal item for airline travel and emergency spare bag in the suitcase.Easy To CarryEasy to carry - Handbag storage you can carry it by hand or carry it on your shoulder, or you can easily place it on your luggage through the fixed belt design on the back, which is convenient for storage and transportation, and makes travel more convenient.WEEKENDER CARRY ON BAGTravel Duffle Bag BlackWomen Travel Bag Pink 861Women Travel Bag GreenPink 886Duffel Bag Purple SD016Women Travel Bag Green 366Dimensions46 x 23 x 23 cm47 x 16 x 30 Cm46 x 23 x 25 cm44 x 18 x 29 cm44x20x23cmColorBlackPinkGreenPinkPurpleGreenWaterproof✓✓✓✓✓No of Compartments1 main compartment, 1 inner zipper pocket, 1 wet pocket, 1 side zipper pocket, 1 shoes compartment, 1 back pocket1 Main compartment + 1 small wet pocket + 1 Back Side Mobile pockets + 2 inside Card pocketFront 1 Pockets + 1 Main compartment + 1 shoe compartment + 1 small wet pocket + 1 Side small pockets2 Front Pockets + 1 Main compartment + 1 small wet pocket + 1 Shoe compartment + 1 Side Pocket & 1 Small Zipper back PocketFront 1 Pockets + 1 Main compartment + 2 small Pocket inside + 1 small wet pocket + 2 Side small pockets",https://www.amazon.in/Storite-Travel-Bag-Lightweight-Waterproof/dp/B0B24Z8KBV/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-231
Lavie Women's Denali Emboss Sling Bag | Ladies Purse Handbag,"Made in premium quality faux leather - 24 cms Length X 9 cms Width X 19.5 cms Height.1 spacious compartment, 2 interal slip pockets, 1 inner zippered pocket, adjustable cross body strap and 1 back pocket.Purple sling bag with herringbone texture on the front panel.Stylish trendy side bag for girls for a casual carry.Adjustable sling strap for convenience",Lavie,B07SMBDZZY,not_provided,https://www.amazon.in/Lavie-Denali-Womens-Sling-Purple/dp/B07SMBDZZY/ref=sr_1_232?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-232
THE CLOWNFISH Opulence Series Multipurpose Handbag For Women Box Bag 15.6 inch Laptop Bag Tote Printed Handicraft Fabric & Faux Leather Office Bag Hand Messenger Bag,"PREMIUM MATERIAL: This womens laptop bag is made from combination of Printed Handicraft Fabric & Faux leather. For the inner lining, soft feel polyester fabric is used. The zippers, pullers used are smooth, sturdy and durable..ORGANISED DESIGN: This bag has one main compartment with soft padded laptop sleeve to protect your 15.6 inch laptop from external shocks. Comes with inner zip pocket to keep your assets like pens, power bank, hard disc, mobile, diary, notepad etc in place..STORAGE CAPACITY & SIZE: Dimensions of the bag are (L) 40 x (W) 13 x (H) 33 cm. The total capacity of the bag is 17.2 liters. Weight of the bag : 0.52 kg..COMPATIBILITY: It is a practical office handbag, perfect for carrying laptop, documents and essential accessories for women professionals. It comes with sturdy twin handles to ease your fatigue on the go..ONE YEAR WARRANTY: 1-year warranty on this bag against any manufacturing defects.",Skyventure,B0C24SVMVW,not_provided,https://www.amazon.in/CLOWNFISH-Multipurpose-Handicraft-Messenger-Black-Wave/dp/B0C24SVMVW/ref=sr_1_237?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-237
"ZOUK Laptop Bag for Women - Handmade Bag for 15.6 inch Laptop, MacBook - Vegan Leather Office Bags with Detachable Shoulder Strap - Perfect Handbag for Ladies - Lattice Lace",Laptop Compartment.Light-weight,Seatutle Pvt. Ltd.,B08JH43M1G,"50+ PRINTS, FOR EVERY YOU.WavBeach PrintFloMotif PrintIkat GreRed PrintRoyal Indian Peacock PrintAn Indian Classic Laptop BagIndia-inspired Style and Super FunctionalThis is a Proudly Indian and 100% PeTA approved Vegan product with a Stylish Floral Pattern. It has sturdy and durable accessories, with a zip closure and adjustable side strap. It has double handles for easy carrying and a back chain for easy access. There is a front pocket with zipper closure. The bag contains a single large compartment. This has a separate inner padded laptop compartment that can fit up to a 15.6 inch laptop. The main compartmenthas an in-built phone, keychain and pen slot.100% Vegan LeatherMade of Vegan Leather carefully crafted in India.Proudly Indian PrintsAll bags are made by skilled artisans in IndiaHandcrafted FabricZouk bags are made of handcrafted Indian fabrics and unique prints.Super FunctionalSpacious, Durable & long-lasting accessories.DescriptionMaterialVegan Leather, Handicraft Fabric, Water-resistant inner lining, premium accessories.PurposeLaptop bag, office bag, messenger bag, daily use bag. Can fit a laptop, diary, charger, wallet, keys, small tiffin and more.Dimensions16 x 12 x 2.5 inches (approx)Weight900 gmsWater ResistivityYes (water-resistant inner lining)Specifications1 main with an internal padded compartment for a laptop & 1 front pocket with zipper closureNo. of zippers1 main, 1 back chain and a 1 front chainNo. of pockets2No. of compartments1 main, with an internal padded compartment for a laptopLaptop Sizes that fit13 inch, 14 inch, 15 inch, 15.6 inch",https://www.amazon.in/ZOUK-Laptop-Bag-Women-Detachable/dp/B08JH43M1G/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-239
DOUBLE R BAGS Thermal Bags for Cold and hot Food Bag Frozen take Away Beer Bottle Carry delivery Insulated Reusable Jute Shopping Groceries or Sturdy Zipper Foldable Washable Heavy Duty (Black),"Capacity - 16W x 13H x 9D Suitable For Larger Items Or Multiple Small Items Durable - Refined Dual Slider Zipper And Reinforced 'No Tear' Handles / For the Best result we use NYLON Fabric rather than NON_WOVEN which is easily tear off..EXCEPTIONAL FEATURES: Heavy Thermal Bubble insulation keeps frozen, warm, hot and cold foods for long time. As like car trunk organizer you can transport groceries from store to fridge or freezer and ice as cooler bag for picnic..BEST CHOICE: Extra Large Insulated food delivery Grocery Bag Zippered tote foldable storage in kitchen. Smooth sliding zippered lid and Easily washable. Extra-long handles of Nylon so that you can loop across your shoulder..ULTIMATE USAGE: These reusable insulated cooler grocery bags won't tear as like low quality tote bags, they made to carry heavy duty things and have a double zipper to for safe use & travel for all kind of frozen goods, salad, meat and meal from supermarket",RAM LAL RAM CHANDRA (INDIA) LIMITED,B08RB54DJN,"Proudly MADE IN INDIA Product By DOUBLE R BAGSDouble R Bags is a Professional Manufacturing company with a revolutionary mindset and aim of saving the environment by reducing the Single use of plastic bags . We are committed to provide top quality products for everyday shoppers, delivery businesses , retail and caterers. Our focus is on a perfect storage solution for food and beverages transportation while using our insulated bags - which are reliable, long-lasting and reusable solutions - to save the environment and reduce the plastic impact.Product IntroductionBest choice to store cool milk, ice cream, frozen foods, fresh fruit, yogurt and frozen lunches, cold drinks, hot food, and meats.Product Specifications:Dimension: 16"" x 13"" x 9""Nylon cloth fabric Instead of low grade non-woven used in the marketAluminum covered thermal Bubble insulation EPE inside.Reinforced dual tab nylon zippered top.Reinforced with ribbon and with “X” reinforced stitching on carry handle.Product Features:Extra Long straps easily carry heavy groceries over your shoulder and for any kind of outdoor activity like picnic etc.our insulated grocery bag is comfortably maintain the cod/warm temperature for 3 to 4 hours for meat, hot & cold grocery items.With ""Heavy Thermal bubble EPE"" inside our insulated grocery bag, you can keep your food items hot in it for 3-5 hours comfortably.How much weight it can carry?Our insulated grocery bag can carry up to 30 lbs comfortably for all kind of Hot and cold food, drinks, grocery and meat items, which you can be utilize in your picnic and traveling.1. Made of high quality material, which is durable, sturdy and insulation.2. Environmental protection foil offers heat and cold insulation and can also retain freshness, keeping stable temperature environment for food.3. High quality zipper design makes it easy to open and the zipper pocket at the front can be used to store cellphone, book, etc.4. Durable strap buckle for adjusting the strap, easy, convenient and also comfortable to carry.5. Spacious and multi-functional, suitable for picnic, lunch, travel, camping, shopping, etc.",https://www.amazon.in/DOUBLE-BAGS-delivery-Insulated-Groceries/dp/B08RB54DJN/ref=sr_1_242?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-242
30 L Waterproof Laptop/College/School/Office Bag Backpack for Men Women Boys Girls with Rain Cover (Navy_Blue),Colour- Black; Material- Polyester.Pattern Name: Solid; Pocket Description: Utility Pocket; Closure Type: Zipper.Strap Type: Adjustable; Compartment Description: Up To 16 Inches; Water Resistance Level: Water Resistant.Strap Type: Shoulder Strap; Age Range Description: Adult,RAM LAL RAM CHANDRA (INDIA) LIMITED,B0BW9GWPYH,"A sporty versatile Backpack from Northzone. It has a top opening compartment for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.",https://www.amazon.in/Waterproof-Laptop-College-Backpack-Navy_Blue/dp/B0BW9GWPYH/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1685048367&sprefix=ba%2Caps%2C283&sr=8-243
"DERBEN CLOVE® 15.6 Men and Women Laptop, MacBook Shoulder Messenger Sling Office Bag - Grey","Suitable for 15.6 Inch Laptops : This bag fits 15.6 inches laptop. As the size of the bag is 15.7 Inch x 11.8 Inch x 1.18 Inch which is very much suitable for 15.6 inch laptop. Except laptop you can also carry your ipads, tablets, macbook etc very easily. KINDLY CHECK THE DIMENSIONS PROPERLY BEFORE PLACING ORDERS.High on Storage : This laptop bag is specially designed to carry your laptops easily and comfortably. In this there comes a cushioned padded laptop sleeve to hold your laptop and make it sturdy at its place. Also beside this laptop sleeve there are many other pockets provided to carry your additional office accessories It Comes with One Laptop Sleeve, one zipper pocket , Two Pen cases one powerbank holder and except all these you can carry your diaries and files inside the main compartment..Stylish Looks classy and Durable at the same time : Mainly designed for fashion and budget conscious peoples who wants affordable high style quotient. This side bag comes with a side strong belt which helps you carry your belongings more comfortably by attaching it with your side shoulder belt. This belt is very smooth, broad and adjustable. So with this exclusive collection flaunt your style with confidence. Due to Vegan Imitation Leather and very durable fabric so its very durable..Multipurpose Uses : Its thin compact and sleek in design.This bag is designed for both men and women. Its very classy and practical at the same time. You can carry it as a briefcase or you can carry it by the side shoulder strap, According to your need. This bag can carry your files, diaries, books pens etc while on official travel. You can also take it as a cross body bag which is now the latest trend going..Popular for Official Purpose : Water Resistant, You can wash it with very mild soap and water. MAchine wash is strictly prohibited. Let teh bag completely dry and after that carry your belongings. Also make teh bag complateley dry when it get wet in rain. The bag is extremely popular among the office executives and high level managers as its very convenient to carry and very easy to clean. PLEASE BEAWARE OF DUPLICATE PRODUCTS AVAILABLE IN MARKET. KINDLY BUY ORIGINAL DERBEN CLOVE BAGS.",Derben Clove,B08TVL3MWJ,"HIGH CLASS ANTIQUE BRASS FINISHED ACCESSORIESWe take extreme care in the grading and selection of the leather and material due to which it provides long life and durability.High quality Antique brass finished accessories such as its hook and dee , shoulder straps hook provides a decent look.CARRYING SOPHISTICATION WITH DURABILITYThe Sling bag comes with ultra durable knitted finely fabric which is scratch resistant and the special Imitation Vegan leather. The bag provides you high end style based on latest fashion trends. As we here tends to provide affordable high quality quotient.Genuine Metal Hardware : durable enough for daily use.Designed for the discerning and incorporates richness in design, material, and metal.Detachable wide shoulder strap that eliminates shoulder fatigue.DIMENSIONSThe sling bag comes very suitable dimensions which is very convenient to carry. Its sleek but having a nice storing capacity. WEIGHT : 455 GM.LENGTH : 41 CMWIDTH : 36 CMHEIGHT : 9 CMClassy and Very ProfessionalDurable high quality Oxford Fabric CanBE USED AS A CROSS BODY , SIDE BAG OR A MESSENGER BAG DUE TO THE DETACHABLE STRAP.INNER NICE STORAGE CAPACITYThis bag is specially designed for office going men and women. As its very convenient to carry due to the padded handle. Fits for carrying laptops, files, diaries, notebooks, power bank, pen and other stationary. Suitable for business purpose perfect for day to day office going purpose, business meetings etc.FeaturesThis messenger Side bag comes with vary unique features and qualities :1. There existing durable metal zipper handles which are reversible i.e can be used from both sides.2. Comes with very wide comfortable shoulder strap which is made from two types material i.e vegan leather and nylon fabric.3. Comes with durable double stitching so that it can provide high on long lasting life.4. Comes with metal buckle which provides you an ease to adjust the shoulder straps according to your need.5. Comes with very sturdy zippers which runs very smoothly.6. Comes with metal hook and buckle which make the shoulder strap detachable so that this bag can be either used as side cross body bag or as a hang held messenger bag. Due to this featured you can use this bag very conveniently along with maintain your style quotient.Unisex Messenger BagSmart and Very Formal Front LookSTRONG BRASS FINISH METAL HOOKS AND BUCKLES1. Unique brass finish metal hooks and circle make it more durable.2. Metal zippers for long lasting uses. Zippers works from both sides.3. The shoulder strap is adjustable and strong smooth to run due to the metal buckle on it which helps to adjust the length of the strap.STRONG AND DURABLE STITCHING ON HANDLE1. Upper handle provides strong and sturdy feel.2. There is a very durable X shaped stitching which provides it an extra strong feature.3. Handles are so comfortable to carry. Padded round shaped handle provides better grip while running also.INNER POCKETS HIGH ON STORAGE1. This laptop bag is specially designed to carry your laptops easily and comfortably. In this there comes a cushioned padded laptop sleeve to hold your laptop and make it sturdy at its place. Also beside this laptop sleeve there are many other pockets provided to carry your additional office accessories It Comes with One Laptop Sleeve, one zipper pocket , Two Pen cases one power bank holder and except all these you can carry your diaries and files inside the main compartment.2. Other side a big zipper pocket to carry notebook.3. Power bank pocket along with pen and pencils thin pockets.4. Except all these there still exist nice sufficient space to carry your diaries files etc.We Derben Clove mainly inspired by latest trends and fashion of young generation and achievers. We aim to craft and design our bags and accessories with researched thoughtful design, functionality and good aesthetics which could accompany many achievers to make their journey of life to be complete with effortless charm, cool confidence, and fearless spirit.",https://www.amazon.in/Derben-Fabric-Leather-Laptop-Messenger/dp/B08TVL3MWJ/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1685048370&sprefix=ba%2Caps%2C283&sr=8-243
"Space full School And Laptop Bag,For Man & Women College/Office/Traveling In Red & Grey Color Pack Of 1","Care Instructions: Hand Wash Only.Pack Of - 01.Color - Red Grey.The Shoulder Straps Are Also Padded To Feel Extremely Comfortable Even When The Bag Is Fully Loaded..Dependable zippers, adjustable shoulder straps, two bottle/umbrella holders, padded handles, and padded laptop compartments..You Can Use It For Work, At College Or While Travelling He Classy And Affordable Bag Is Very Comfortable To Carry And Is Highly Durable For All College Goers.",Derben Clove,B0BL7HMWVZ,"Space full School And Laptop Bag,For Man & Women Office/Traveling/College Red Grey Color Pack Of 1.Backpack for Men Women Boys Girls/Office School College, Travel, and Backpack For comfort when carrying bulky stuff, this casual bag offers wide, padded, adjustable shoulder straps and a padded back. For added durability, every pressure point is bartacked and properly stitched. Designed with a sturdy zipper and a durable polyester fabric. meets the needs of a college bag, student backpack, professional office laptop bag, and school bag and is appropriate for everybody, including boys, girls, men, and women With three compartments, this bag is lightweight and roomy for laptops. dependable zippers, adjustable shoulder straps, two bottle/umbrella holders, padded handles, and padded laptop compartments. The Shoulder Straps Are Also Padded To Feel Extremely Comfortable Even When The Bag Is Fully Loaded. You Can Use It For Work, At College Or While Travelling He Classy And Affordable Bag Is Very Comfortable To Carry And Is Highly Durable For All College Goers. Provide Extra Comfort ,Back Padding Zlpllne backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more,",https://www.amazon.in/School-Laptop-College-Office-Traveling/dp/B0BL7HMWVZ/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1685048370&sprefix=ba%2Caps%2C283&sr=8-244
COSMUS Darwin Navy Blue Laptop Backpack for (15.6 inch),"2 Large compartments, 2 easy access front pocket with organizer section and 2 mesh side pocket<br>; Outer fabric: durable PU coated water resistance polyester fabric<br>; Well cushioned laptop compartment for upto 15.6 inch laptop<br><br>.Lining Description: Polyurethane; Pocket Description: Utility Pocket; Closure Type: Zipper Snap; Age Range Description: Adult<br><br>.Age Range Description: Adult; Closure Type: Zipper Snap; Lining Description: Polyurethane; Pocket Description: Utility Pocket<br>.Warranty Description: 1 Year Warranty Against Manufacturing Defects.<br>",Cosmus,B01FVQLLU0,"Key HighlightsStrong & comfortable Shoulder LashesCosmus gives solid and easily cushioned shoulder lashes causes the pack to feel lighter and more breathable. While giving agreeable help to your back and shoulder.Spacious StorageCosmus understands your needs, that’s why we have 2 Large Compartments + 2 Easy access front Pocket with organizer section & 2 mesh side pocketDedicated PocketsCosmus Bags deeply looks into all your needs, outer mesh pockets for water bottle , umbrella etc . A bag pack for all men & women.Key HighlightsSuperior QualityCosmus bags uses the finest materials, hence durable PU fabric with Water & Heat resistant coating outside while the inner Fabric has strong PU coating for durability and to keep it light weighted inside.Well ProtectedCosmus bags have kept the safety a head always, so Well cushioned Laptop compartment for upto 15.6 inch Laptop.Feather-LightCosmus Bags crafts bag inspired from you, hence the material used are as light as feather.Other FeaturesWeight: 780gm; Dimensions: 14 x 18 x 7 inches (WxHxD)Country of Origin: INDIA. Made In India.",https://www.amazon.in/COSMUS-Polyester-Navy-Laptop-Backpack/dp/B01FVQLLU0/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1685048370&sprefix=ba%2Caps%2C283&sr=8-247
Fast Travel School Bag Class 5-10 Large 4 Partition 45 L Laptop Collage Office Travel Backpack Unisex (Orange Blue),"Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 20 Cm<br> <br>.Adjustable Padded Shoulder Straps / 2 Bottle Holders / Duble stitching For Carry Havy books / Stylish look/Comfortable Shoulder starps; Padded Back Panel And Padded Shoulder Straps<br> <br>.Suitable For : Casual Backpacks , Laptop Backpacks ,School Bags ,Office Backpacks ,College Bag ,Daypacks , Travel Backpack , Casual Bags, Backpacks , Bagpacks<br> <br>.Compartments: 5 (Padded) + 1 Front Easy-Access Pocket 1 Year warrenty<br>; Special Features: Expandable; Style Name: Daypack Backpacks; Water Resistance Level: Water Resistant; Closure Type: Zipper<br> <br>.Age Range Description: Adult <br>",Fast Travel,B09Q3LNSZK,"Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 46 Cm X 33 Cm X 20 Cm",https://www.amazon.in/Fast-Travel-partition-Collage-Backpack/dp/B09Q3LNSZK/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1685048370&sprefix=ba%2Caps%2C283&sr=8-248
